Vol.185 小宇宙就是这样
[00:48:35] 据我们了解还是有很多ROI其实是高于长视频短视频有可能那些很厉害真的是比不了一到二或者什么都很常见我觉得做事情的时候一方面你的认知是定性认知就比如说它更适合品牌广告但是真的在执行的过程里它是像光谱一样每个节目比重是不一样的品的比重和效的比重收入的逻辑是更多是因为我内容的扎实还是更因为我人格的魅力的比重
[00:49:05] 他每一个节目里我觉得都没有很确定的答案说每个人都是一样的
[00:49:10] 这就是现在播客生态里我觉得健康的感觉就是因为它很多样能够感觉到我们对于哪些的转化影响是比较明显比别人好的就是它的操作很复杂的那种因为比如说就是产品的解释确实需要一些时间来展开的一些对就是它本身的转化路径转化的逻辑都偏复杂的情况下比如说
[00:49:39] 其他的媒介可能如果你是一个click这个动作它就是一个非常简单的操作那可能就会比较明显的是他们会有非常非常多的这个数量那小宇宙不管效果再怎么好它终归是那个转化的链路就是有点累对它作为一个简单的操作的时候它可能是有差距的但是如果这个click之后你还要了解这个品牌你要留下销售线索
[00:50:04] 可能其他媒介里面他只能
[00:50:28] 简单的给刘畅一个印象并不能到他让他的用户跟他建立非常长期的转化的关系主力而言其实就是把后面解释部分在前面又做了他解释了两遍是的或者说很多品牌比如说理财的服务比如基金公司或者是一些投资的各种各样的还有很多需要信任的本身就是解释成本就很高的节目你本身在播客里
[00:50:54] 通过这个内容做长期的教育它后面的话就变这环放到了前面来这个授权就通过内容来做的话其实效率反而是更高效果反而是更好的我还有一个问题就是目前因为我们前面提到那个付费内容了就这块的话小宇宙有没有在push足波做一些事情
[00:51:12] 他其实很适合通过付费的方式来获得他的
[00:51:39] 我们也会主动的去沟通你可以做什么样的事尝试所以我们在付费内容的生态上面的参与是非常非常深的可能包括一些大家很熟悉的一些很标杆的那种付费项目我们可能在其中都算是半个工作人员跟创作者是一起把这个定价
[00:52:02] 然后应该要做什么选题一起把它定下来
[00:52:31] 不是只有就是说知识付费的购买一个好内容这个内容是你讲的所以我希望能够跟你发生更多联系讲历史或者说讲一个我们就说互作忽悠有点海一文的系列就是在这方面有很多很多的名师那我为什么不是买他们的节目我就是喜欢互作忽悠推出的这个系列是因为我听了太久你的节目了这里面不只是我就觉得你会比别人好
[00:53:00] 还有一些非理性的就是我觉得你的谈吐是符合我熟悉的表达的这里就是一种很人的层面的所以我觉得在做付费的不管是单集还是很多付费项目的时候要考虑这两者那这两者里面比如说创作者会焦虑我是不是应该它是付费内容我就要提供加倍加量的内容就是我配不配收这个钱我平时
[00:53:25] 免费的内容都已经做得那么好了那我付费的内容它就会需要更卷刚刚说了它对于人的熟悉亲切它是一种符合预期以后的自然而然的行为所以给到超预期的内容我觉得是不必要的或者说不需要在这件事情上有那么大的焦虑更重要的是能够提供持续稳定的一样好的内容反而是稳定交付在这个里面是更重要是的
[00:53:53] 我们能感觉到一些创作者就是为了我能够对得起听众憋个大的对就是这种感觉然后做出来的内容其实跟他平时的内容风格可能是不一样的其实听众不一定会因为这个东西给有更高的付费意愿或者说他的评价就会更好的比如说学习聊天会之前的付费项目那可能他不会因为你多投入了20%的心血在选题和录制上面
[00:54:20] 基本的一些insight基本上
[00:54:46] 我们现在大部分的节目单集可能就是十元左右这样子一个就十个位数和两位数是一个线嗯差不多是这样其实就是跟你日常节目因为有些节目开了那个赞赏嘛其实跟那个赞赏的比较低的那几个单位是差不太多的可能这样是不是更好转化一些倒不是它其实确实是跟
[00:55:06] 用户的一种心理就说可能超过两位数是一个可能超过三位数还是只能花一点小钱是这样或者说如果我一次一个单集我希望是比如说是十月以内那我这个内容并没有要求你要做四个小时五个小时就是你可以做一个你自己提供起来也觉得相对轻松的你觉得跟我能收到的回报相对来说是匹配的这样的内容这是关系是自然的不是说
[00:55:35] 它是比如说我们会给到创作者有时候一些思考的方式
[00:56:01] 比起我们的服务费抽成
[00:56:27] 我们人力的投入是远远超过的但是在这之后我们有更多的已经可行的
[00:56:55] 天差地别那从整体的判断来说你会觉得两者的比重或者说是重要性对于一个播客想要赚钱来说大概是怎么样的比例还是刚刚说的不同节目完全不一样就是有一些节目可能本身就不是非常跟品牌有结合度举例就是最暗悬疑故事的分享但是它的听有粘性是非常高的只要有一千的听众那可能就有一千的付费
[00:57:24] 用户有一些节目比如说头部的一些节目它的现在的报价广告的收入是你无论做什么样的付费节目都不可能超过这个数字的有一些是这样子的那它其实更适合就是说从品牌这边有回报但是它不是绝对的就是我会非常非常建议哪怕是头部的就是广告接不过来的节目也尝试做一些付费的项目
[00:57:53] 然后付费的这种节目也可以考虑一下接一些广告就两边都试一试是这样吗但我觉得有些节目不是最暗的我觉得大多数的品牌确实是比较难下这个手到底什么样的品牌会投最暗的节目很好奇更多的我觉得是刚刚前者不知道不是说比如说你已经有很多的广告收入还是建议你做付费的内容它的不是从收入层面上的而是说从跟听众建立更深度的连接上面的
[00:58:22] 找到更加更更喜欢你的人对
[00:58:48] 可能在一年两年都还在销售期所以呢比如说像我们把这套付费节目早一点推出了以后
[00:59:17] 他给创作者的心理暗示是我不需要等待品牌来找我我只要有能力推出好的内容然后我把它推向市场我其实可以持续的因为内容而有收入这个心理的积极暗示和他本身的抗风险能力都是很好更好的我觉得刚才毛毛还是给很多的这个播客的创作者描绘了一个可观的副业收入这样一个比较好的图景对吧就是你要赚大钱
[00:59:45] 不太容易然后真的要全职呢有可能也没有那么多但是你可以还是可以从这个事情里面赚到钱是的可以的或者至少让你觉得就是这个东西不是一个纯发电纯消耗自我的一个事情是的今年的话我的感知就是对这个结论很有信心这个有可能就是所谓的就是某种内容的这个创作者生态这个就是相对来说比较能够维持下去的一个指针
[01:00:08] 对这样子才会有
[01:00:34] 一个问题比如说像刚才我们讲了很多你们做的中间的
[01:01:03] 其实我们更希望它是一个在付费项目上面是一种创作者经济跑通的一种方式吧那品牌跟我们的合作当中我们很多的时间投入是在做出具体的内容来然后但是可能更多的收入是从媒介方面的就是比如说我因为信任小宇宙能触达的人所以我应该要在小宇宙上获得充分的曝光
[01:01:31] 充分的触达因为现在比如说大家可以看到有一些就是为你推荐那个是有一些资源点位还有比如说Banner这种的有些点位这种资源可以小宇宙可以买对因为他信任小宇宙这个平台能够接触到的用户甚至不一定知道播客是什么我们可能会要求他们跟我们合作的时候要落地到播客的内容但是他首先其实是因为我想要接触到这个人群所以我才来做这个尝试的
[01:02:01] 没想到还有作为纯媒介的一个资源的价值这块应该还是比较主要的吧在互联网我的原来的理解就是还是要落地到博客但是没有想到就是也有
[01:02:12] 对播客没有那么清楚认知但是就还是想投这个点位的是这个意思互联网公司我觉得大部分的收入逻辑其实就是这个逻辑就媒介的作为一个APP对作为一个APP的逻辑然后从我们的角度会比创作者更容易遇到这种我反正不管播客是什么我先投我要跟我要你的开屏你给我是会有这种情况我们知道这种是更常见的那这个你们现在开放这种吗就是说不投播客但是就直接投个Banner或者投个开屏
[01:02:39] 有吗目前都还没有所以这次没有被那个淘宝咬一咬给共产但是之后的话我们会想怎么样会比较理想的去结合吧对我觉得像开屏有可能大家还相对比较好接受吧就是做一个app你看那个开屏不一定要跟里面的内容比如说一定要有个内容专题啊什么的我觉得这个大多数用户从我自己的感觉直观的来说好像没有那么大的要求
[01:03:00] 可能他们对自己有要求还是不要接这种我们更重要的是其实用户是因为信任小宇宙所以对于所有的不管是开屏还是Banner还是各种各样的资源我愿意去点击因为你过去给我的内容我只要占用你注意力的时候我大概率会给你一些收获或者说给你一些确实你会想了解的东西
[01:03:23] 是能够一起走下去的关系
[01:03:50] 刚才听下来我就是一直有个感觉或者有一个好奇我相信也是有很多听友感兴趣的就是关于一个是生态的营造的问题另一个就是增长的问题比如说我们之前了解的比较多的一些内容平台其实在小宇宙这样一个体量或者作为一个创业公司的话规模的增长是一个第一要务和大家最关心的一个点
[01:04:10] 但是刚才其实你们做的很多的事情我感觉就是说在现有这样一个比较稳定增长的状况之下如何让这个生态变得好好像是一个比较静态的一件事情所以说增长是organic的就是你们要做特别增长的动作是这样的我们会做一些尝试然后比如说保证播客里好的内容在这个整个互联网或者是的范围里面大家能够感知到就比如说我们会有一些尝试去
[01:04:36] 跟博主合作的投放等等的然后或者说我们希望互联网上一直各种各样的社交媒体一直有人分享播客的好的内容然后在这个比如说比较organic的感受上面我们的增长是会看它的邪律是不是稳定的持续的只要没有说不符合预期的情况下我们就觉得这样是比较好的因为它再怎么样爆发式的增长它不可能
[01:05:03] 非常非常可持续的高血率那我们既然要追求的是公司要长期健康的活下去那就不要去有特别不切实际说我要一次有一个比如说非常夸张的增长要是我觉得要致力于就是说它是健康长期可持续的这种东西所以说是血率不用太高但是这个线要一直有对是这样的讲到这个长期可持续的活下去这个问题现阶段大家都很关心就小宇宙作为一个创业公司
[01:05:32] 离这个目标这个打分的话失分的话走到哪一步或者说
[01:05:39] 现阶段的这个你们刚讲的那些商业模式能cover吗长期来看现阶段的话就是每一年的支出不太一样他比如说在我们团队的规模呀还有每一年的预算花的比如说今年就是有这个活动的支出但是总体上收入的增长也是同步的然后可能还没有到说能打平对但是这个差距是一直在缩小的
[01:06:07] 刚刚那个增长的话题还是想要就是聊一聊就是现在我们也可以给大家一个大致的概念现在小宇宙属于是一个活跃用户或者说注册用户是千万级然后日活几百万这样一个级别的一个内容的平台你觉得就是要增长到一个就是相对来说可以长期的活下去或者是比较好的一个规模要到怎么样就是这个用户的规模上面要到一个怎样的一个量级或者现在这个量级从你们对外的反馈
[01:06:37] 不管是从品牌方也好或者甚至大家说投资人也好对这个规模是怎么看我们只能说现在的互联网创业我觉得都要做一个预期说我不是垄断型的平台的时候我大概有可能在市场上是拿到多少用户的我们现在是有几千万的注册的用户那它继续增长的空间完全是我们非常
[01:07:01] 有信心因为你周围你是能感觉到这个内容
[01:07:27] 在思考增长的这个议题的时候大家都会比较理性一点更多的还是说我怎么提供更多的价值然后获得一个PMF的一个结果那至于说纯粹为了增长而增长的互联网的叙事我觉得现在几乎我在同行里也没有看到了就是砸钱买量或者是把这个规模迅速的吃大这种
[01:07:50] 那个动作是不太会有是的你觉得你们现在那个就是PMF这个方面就是已经做到了吗还是说还有改进的空间PMF要不要跟大家解释一下PMF就是我来解释吗要不然还是忙忙来解释就是我们的产品和市场是不是那个吻合的对一直的我们我觉得完全是没有什么好质疑的从我们上线一个多月我们就更感觉到了就是这样的内容会有一个这样的受众群体
[01:08:17] 有的人会觉得说market会变
[01:08:45] 所以说product会变你们现在还没有遇到这个情况就是量增大了所谓破圈之后变质的问题目前的话我就觉得在我已有的就同一个产品价值的对应的人群里我觉得还有增量的空间都还没有到渗透率还是不够高对 是的还没有到约老师说的那种情况那你觉得现在增长的主要的方向就是我们说比较有机的增长的方向还是在这个
[01:09:12] 已有的大家认知的这个圈层就比如说相对年轻一点一二线城市学历较高这样一个里边还在涨还没有说就是要不断的扩出去是的我觉得对播客在提供的价值或者说播客那种提供价值其实是我的精神上的很多的需求
[01:09:32] 每个人心中都有这样的焦虑
[01:09:59] 应该用什么方式来对抗我内心的迷茫和焦虑
[01:10:16] 情绪低谷的时候或者是我有迷茫的时候的方式就是这个需求我觉得是非常非常普遍的不会仅仅等于说它必须是高深高知对就是是这样的确实啊就最近也会看到有很多这个社交媒体上面说就是觉得所谓的这个播客过于精英啊然后跟自己的这个关系不是很近啊会有这种反感的声音最近看到的感觉会变多了你担心这个问题吗
[01:10:43] 我不是非常担心
[01:11:11] 就是被他吸引了那可能过一段时间你会发现他们都在听播客但他可能听的不是当初他以为的那样的内容所以更多的是在内容的创作造例上面还有很多可以尝试的地方其实是用供给来把大家真正精神需求给引出来是的就是现在如果说播客提供的是一种广义的情绪价值或者是精神需求的话现在有谁敢说我完全不需要任何的情绪价值而且
[01:11:40] 他不只是一些比如说高敏感的人或者怎么样的我们看到很多
[01:12:06] 这个情绪价值这个词不是指的是狭隘的那些情绪就不是只是说我安慰你更多的比如说大家都在这个过程里可能都到了中年就算这个问题我不告诉你这件事情是有解的或者说你已经做得很好怎么样仅仅是知道还有其他人在一起关心这个时间点我应该去了解什么信息或者说只要知道别人跟我一样的焦虑
[01:12:32] 部分其实就缓解了自己的焦虑所以我觉得很难说谁是不需要情绪价值
[01:12:39] 讲的太好了我在思考你这样的话我想起来就是我们就上次那个小宇宙漫游日的时候就是我那个panel结束之后就有一位听友来问他说我想咨询你一下我有一个做不会的想法能不能做然后我就问是什么样的想法他说我是一个汽车的零部件供应商的一个员工我在想零部件的这个全球的布局然后就是专门给这个汽车的这个零部件供应商这些同行听的节目
[01:13:08] 能不能做我说我确实是之前没有听说过但也不是不行
[01:13:13] 所以他就说可以考虑后来其实我也知道他们这家公司其实还是非常会关注播客的然后也投放过所以就其实什么都可以就是跟听友面对面交流之后就会发现之前对于播客的认知太狭窄了其实什么都可以做或者说大家自己对于播客认知它本来是有一些固化的对我觉得这个其实你只有做成那样的播客你才能叫做播客其实这件事情是
[01:13:38] 对我觉得这个反而是需要打破或者所谓破圈的一个很重要的一个创作者他有时候是一种天然的灵感他做这件事情的时候他不是想出来他就是想表达这个东西他有可能就是一个非常受欢迎的在内容和市场就是我们的PMF我们的P可能就是内容为主的情况下我觉得有点像乔布斯说的那种感觉就是在你遇到这件事之前你可能不觉得你需要就是刚刚说的
[01:14:07] 可能我从来不会觉得我需要去听谍战或者是南朝的历史或者是中东的一些政治格局这些都是我现在在付费收听的内容就是我从来不觉得我需要听这些东西但是在创作者自己
[01:14:27] 表达出来他的兴趣他可能也不是针对着我们需要什么东西去想的他是从他对这件事情就有好奇心就研究然后去表达以后所以我觉得在做平台的这个过程里就像那个中介那个销售创作者做了他最擅长的事情就是投入非常多的精力在
[01:14:48] 你怎么去让这样的创作者跟他相遇
[01:15:16] 我们今年就能感觉到比如说可能听历史和文旅的内容蛮多的就比如说小宇宙前几年的内容观察里会觉得历史的内容是相对偏少一些些的那今年为什么我觉得总体上变多了呢因为时代变化以后诉求的东西变多了不确定性的东西变多了所以哪怕说
[01:15:40] 过去对那些没有感兴趣的人在这个时间里的内心的脆弱是想找一些更永恒的不变的东西然后他的逃离他的心灵上的释放是从那些倦勇的不会改变的已经验证过的东西里找到的未见这种情绪的需求其实是藏在内容后面的就他可能到现在都不会特别去想我喜欢最暗故事
[01:16:05] 其实是因为那个紧张刺激的时候然后对于那个抓住了我的注意力的时候我就可以不去想别的了我会得到非常大的情绪的刺激然后我的舒适可能会从一个最暗杀人事件里其实得到的内心的其实是另外一种释放得到了inner peace你知道是不是是的呀同时解释我女朋友为什么
[01:16:28] 又喜欢听律师节目又喜欢听自然故事你这是针对他那个对象来讲的是吧我不知道袁老师那你觉得我说的对吗我觉得你说的很对没想到茫茫这个默默的就是描绘了一个袁老师的内心讲到这个的话其实我还有一个话题是刚才我们一直没有讲的就是其实因为茫茫是小学的CEO刚才我们不管是从品牌的角度
[01:16:53] 运营的角度对接客户的角度都讲了很多就是人来做然后让刚讲这个生态能够逐渐变好的东西但其实我们也知道小宇宙是一个产品导向非常强烈的一个公司从产品的层面你觉得现阶段这个产品还能够往哪些方面来变或者说是能够让你刚刚讲的这个有机的增长也好或者说是这个比较健康的货券也好能够实现的我们
[01:17:21] 传品团队可能还会寻求比如说内容其他的或长或短或者是可能不一定是录制好的音频可能是比如说我们可以分享一个文字的部分或者是其他的更实时的方式这些他们会去探索那从运营的角度上就是在一个看起来外界会看起来很静态的过程里我们会非常激烈地去思考的是内容又有什么新的
[01:17:50] 可能在过去很长时间比如说我们说金融财经的从业者他会不会需要听博客呢我们觉得我们很希望我们有这样的用户但是他其实平时可能在公司里
[01:18:13] 就能够看到
[01:18:42] 这个勾兑出来的节目有啊有啊就是尽量的种下这个音这个尽量的让我们觉得合适的人能够来感兴趣这件事情然后跟他说播客是怎么样你可以做什么样的内容然后有很多的沟通都是在
[01:19:00] 我们觉得什么样的内容可能是适合你的
[01:19:29] 他们就是很高效的团队我想要展现的是天真姐这几个部分这几个关键字有没有办法去做播客内容的结合然后我们可能讲了这个事情以后就过去了然后这个过程里可能有其他的创作者或者是其他的朋友跟他见面他可能会觉得强化了这个认知然后可能就开始做这些事情这种现象我们每天都在遇到很多的老师都是
[01:19:54] 先念念不忘念念不忘了然后才后面才有这个回响嗯还有一个话题之前没有问的就是不同的平台之间的竞争因为现在我们其实看到的还是比较多的就是小宇宙这个体量然后大家我们日常的讨论比较多然后从创作者角度也会相对比较关注这个平台但其实还是一个有不同平台的
[01:20:17] 分发的你怎么来看这个竞争问题
[01:20:21] 我们现在其实是整个的占有率还是比较高的
[01:20:50] 我觉得是我们过去所有的社区产品里验证过的
[01:21:19] 就我想要跟我同类的人待在一个语境里面现在比如说同一个热点
[01:21:48] 主播可以在其他的平台去分发自己的节目
[01:22:15] 我们能感觉到很多品牌会很关注小宇宙平台上的节目数据所以会有很多主播逐渐的很希望把自己投入最多的平台放在小宇宙
[01:22:44] 因为我这里的数据是得到的认可度是高的首先是透明度高其实才是认可度高我觉得是这样的有可能是这样子的但也有一些品牌可能接触播客就是因为小宇宙所以他其实你跟他讲别的什么东西他其实并不是非常熟悉有可能会有出现这种情况还有一个是这两年以来很多付费的节目
[01:23:11] 会很明显的感觉到付费收的那个转化率的差别所以主播会逐渐的让听友更多的来消息周去作为收听的主力平台吧对这个我觉得还是比较比较明显的这个因为有一些比如一个是抽成上的一个差距嘛还有另外一个就是那个订阅数量的区别因为之前还是付费的话在前年有可能消息周还是很少很少的
[01:23:38] 那去年今年还是增强的很明显这个我觉得还是看出来你们都可以搞一个双11折扣合集了这个到底是谁想出来的就是这个是我们其实今年在很多活动里会推出我们那个扭蛋机就是三米多高的扭蛋机里面扭的东西就是付费节目就是因为我们已经觉得这个付费节目是一个你可以会当做礼物来看待的好东西这个内容就是很精品的
[01:24:05] 已经有这么多了所以我们从今年开始就一直经常把这个东西当做礼物给别人边角聊不是每个月要有一次付费节目的吗之前我们还要每次都还是要问小宇宙的同学来讨一下付费嘛对我也经常会把自己觉得很好的付费节目表心意对今天还有人来问说怎么样能获得小宇宙的星空币的那个折扣怎么样能获得扭蛋机也有其他人会希望我们的扭蛋机出现在他们活动
[01:24:33] 就是你因为它带着这些内容就是因为不管是我们的代币系统还是我们的精品内容都有一些很好的认知度就是它代表的是高质量的东西这是花了时间去养护的吧这种认知这方面产品我觉得小宇就还是就是有在认真做包括就是像我们刚刚讲的比如说我们自己买了一个付费节目要送给别人这个动作能够呈现的比较好这个产品上面我觉得这个点很重要不然你比如说别的平台我也可以送但是送起来最后
[01:25:02] 那个仪式感的我要有个二维码但不能只是光秃秃一个二维码吧对我觉得那个东西还是蛮重要的我们设计师在这方面是非常非常用心的呀比如说像贴纸的这次所有活动啊还有我们过去的很多的贴纸可以就是一个简单一个badge这个东西嘛但是它每次的打开的时候它都是拆开一个小包装袋你拿到这个贴纸的时候它在包装袋里它是可以动的呀就是这些东西是我们的传统异能嘛
[01:25:31] 是包括我觉得有一些你刚刚讲到传频层面的一些想要传播的一些点我今年会觉得比较好的就是自动截一段视频然后视频里面有那个语音掌文字那个我觉得还是蛮多的就是至少我在朋友圈里面看到过几次非主播分享这个东西是的而且他不管语音识别的准确率是怎么样的但是他的整个的我其实就是在说但是他
[01:25:58] 这个样式本身其实是显好的我们很多的听友分享节目的片段或者是单集出去的时候其实是代表我的statement就是我他是我的嘴替他讲出了我讲不出来那些话那所以整个单集分享出去的图片也好样式也好然后视频是怎么样呈现的其实都很代表他自己然后只要这方面是让用户感觉到喜爱的他自然而然的整个分享都会变得更好
[01:26:27] 这个对于节目传播也很重要吧就是这个形式就很适合传播到微信群或者是视频号或者是小红书这个形式会比过去比如一个链接或者一个截图要好很多会花比较多时间整个产品会在研究怎么样让喜欢播客的人会有自发自觉然后快乐的去分享这个东西文字识别率高一点就好现在有时候真的是有有这种可爱的谬误
[01:26:55] 有的时候确实有点离谱我最后再问一个问题吧就是可能是未来一两年或者三年以内你觉得小宇宙在组织建设是这个方面就比如说人的这个层面还有什么需要改进或者加强的地方我们今年其实人有很多新的同事加入我们的团队怎么萧老师是那个
[01:27:19] 因为我们有认识的对对对相当有一些是的我觉得就算公司正常的新陈代谢还是你们有意识在引入一些新的idea的人我们会觉得现在的工作内容和需要具备的能力或者是工作的方式跟之前其实是有一些些不同的所以它逐渐的就会变成需要不同的技能的人以及会有一些自然的
[01:27:46] 全部都是靠自己团队可能从来没有任何相关从业背景的人去做这件事情
[01:28:14] 对我们来说我们也觉得也能做成你不是一定要招一个人真的有商务是吧但是现在对它的速度和要求有时候是非常快的你就必须这方面的人变多一些有一些专业技能来帮助你来把这个速度提上是的即使是人数会变多然后有很多有过去经验的人才进来以后我们还是希望能保持团队过去的这种竞争力或者说是活力现在小雨只有多少人
[01:28:40] 50人上下吧就是这样实习生讲的比我想象的要多对我们还要有我脑子里面还是二三十人二三十人办一个活动这是会死好吗因为我们还要50人就不会死了吧也是会死还好还好50人微死那50人的那个开发呀然后产品研发的这部分的人我们市场运营的同事大概就是20人左右吧
[01:29:07] 这次的圆桌主题里面是有那个组织协作的效率和活力这样的一个议题其实这里面每一个议题都是我自己关切而且我有感受的话题然后其实就是我们自己能感受到你想要保持小宇宙能做出很小宇宙的东西但同时你又希望再加快效率你需要专业的有经验的有过去的
[01:29:33] 背景的人加入的时候或者是其他行业的人跟你协作的时候是高效的
[01:30:01] 要有一个很有创意的设计或者是一个装置的时候大部分的其他的人不会觉得这件事情很荒谬
[01:30:11] 不会觉得想那些干嘛为什么要把自己搞得这么辛苦然后可能我有很多的想法其实是抽象的
[01:30:40] 我们想要的东西既有这个又有那个然后要求又贼高那在这个过程里大家要像缝合罐一样把这些所有要的东西缝在一起是需要
[01:31:08] 对同事之间的那种信任可能会
[01:31:37] 更好一些就这个是我觉得蛮重要的嗯就是今天听毛毛分享了这么多我感觉小宇宙就是一个嗯会有很多个面向但是这几个面向又最后会有点统一的一个一个公司就首先你们从产品的层面
[01:31:56] 或者说作为一个平台然后作为一个公司其实都面临着接下来又要扩大影响力或者要不断地长大同时也要保持还是原来自己的这件事情我感觉就是对于一个平台公司来说内容的平台公司来说一个一直都会有这个挑战小宇宙会碰到这个问题但是你们会更加在意这个平衡有的公司有可能早早地做出选择了但你们现在还是保持我的全都要的这个状态
[01:32:23] 是就是偏要勉强的状态播客就是这样小宇就是这样
